name,type,status,latitude,longitude,address,state,region,country,zip,timeZone,Verified_Lat,Verified_Long,Match_Status,API_Status
ABE2,Traditional Sortable,Active,40.55783,-75.61497,"705 Boulder Drive, Breinigsville, PA",PA,NE,United States,18031-1533,America/New_York (UTC:-04:00),40.5593266,-75.612309,Mismatch,OK
ABE3,IXD,Active,40.55522,-75.62134,"650 Boulder Drive, Breinigsville, PA",PA,NE,United States,18031-1536,America/New_York (UTC:-04:00),40.5582695,-75.6218855,Mismatch,OK
ABE4,Traditional Non-Sort,Active,40.74138,-75.27827,"1610 Van Buren Road, Easton, PA",PA,NE,United States,18045,America/New_York (UTC:-04:00),40.7388651,-75.2785901,Mismatch,OK
ABE5,MbA,Active,40.12461,-75.39722,"2455 Boulevard of the Generals, Norristown, PA",PA,NE,United States,19403,America/New_York (UTC:-04:00),40.1251542,-75.3967573,Match,OK
ABE8,IXD,Active,40.11015,-74.80167,"401 Independence Road, Florence, NJ",NJ,NE,United States,8518,America/New_York (UTC:-04:00),40.1083853,-74.8007365,Mismatch,OK
ABQ1,AR Sortable,Active,35.08057,-106.8045,"12945 Ladera Dr NW, Albuquerque, NM",NM,TX,United States,87120,America/Denver (UTC:-06:00),35.0804377,-106.8040051,Match,OK
ABQ2,IXD,Active,34.82536,-106.81426,"6251 Pioneer Trail NW, Los Lunas, NM",NM,TX,United States,87031,America/Denver (UTC:-06:00),34.838954,-106.6947351,Mismatch,OK
ABQ5,Sort Center,Active,35.08378,-106.8059,"15480 Reservoir Road NW, Albuquerque, NM",NM,TX,United States,87121,America/Denver (UTC:-06:00),35.0841882,-106.804882,Mismatch,OK
ACY1,AR Sortable,Active,39.82355,-75.21681,"240 Mantua Grove Road, West Deptford, NJ",NJ,NE,United States,8066,America/New_York (UTC:-04:00),39.8244876,-75.2142383,Mismatch,OK
ACY2,Traditional Non-Sort,Active,40.08723,-74.83792,"1101 East Pearl Street, Burlington, NJ",NJ,NE,United States,8016,America/New_York (UTC:-04:00),40.0906929,-74.8344998,Mismatch,OK
ACY5,Sort Center,Active,39.77521,-75.37746,"2277 Center Square Road, Bridgeport, NJ",NJ,NE,United States,8014,America/New_York (UTC:-04:00),39.7765475,-75.3764217,Mismatch,OK
ACY8,Sort Center,Active,40.05465,-74.88308,"8 Campus Drive, Burlington, NJ",NJ,NE,United States,8016,America/New_York (UTC:-04:00),40.0543727,-74.8812219,Mismatch,OK
ACY9,Sort Center,Active,39.76699,-75.38311,"1150 Commerce Dr, Logan Township, NJ",NJ,NE,United States,8085,America/New_York (UTC:-04:00),40.0398295,-74.8434101,Mismatch,OK
AFW1,Apparel,Active,32.84229,-97.32911,"1851 NE Loop 820, Fort Worth, TX",TX,TX,United States,76131,America/Chicago (UTC:-05:00),32.842359,-97.3282268,Match,OK
AFW2,Returns,Active,32.73497,-96.60605,"12728 Lake June Rd, Balch Springs, TX",TX,TX,United States,75181,America/Chicago (UTC:-05:00),32.7347213,-96.6063026,Match,OK
AFW5,Sort Center,Active,32.73497,-96.60605,"12728 Lake June Rd, Balch Springs, TX",TX,TX,United States,75181,America/Chicago (UTC:-05:00),32.7347213,-96.6063026,Match,OK
AFW9,SPP,Idle,32.73351,-96.39542,"1111 Akron Way, Forney, TX",TX,TX,United States,75126,America/Chicago (UTC:-05:00),32.7350902,-96.3968146,Mismatch,OK
AGS1,AR Sortable,Active,33.5011,-82.32347,"2150 Discovery Drive, Appling, GA",GA,MS,United States,30802,America/New_York (UTC:-04:00),33.5010234,-82.3232445,Match,OK
AGS2,AR Quick Deploy,Active,34.17663,-83.65273,"429 Toy Wright Road, Pendergrass, GA",GA,MS,United States,30567,America/New_York (UTC:-04:00),34.1765459,-83.6511841,Mismatch,OK
AGS5,Sort Center,Active,33.50765,-82.33035,"785 Innovation Pkwy, Appling, GA",GA,MS,United States,30802,America/New_York (UTC:-04:00),33.5067976,-82.3299725,Match,OK
AID2,ASU,Active,42.32142,-111.29689,"276 North 4th Street, Montpelier, ID",ID,NW,United States,83254,America/Boise (UTC:-06:00),42.3214178,-111.2968886,Match,OK
AKC1,AR Sortable,Active,41.04792,-81.58428,"2400 Romig Road, Akron, OH",OH,MW,United States,44320,America/New_York (UTC:-04:00),41.049723,-81.5823459,Mismatch,OK
AKH4,MbA,Idle,35.26616,-81.12805,"525 Scalybark Rd, Gastonia, NC",NC,MA,United States,28054,America/New_York (UTC:-04:00),35.2676684,-81.1267555,Mismatch,OK
AKR1,Traditional Non-Sort,Active,40.84703,-81.31239,"4747 Rebar Ave NE, Canton, OH",OH,MW,United States,44705,America/New_York (UTC:-04:00),40.8486583,-81.3122856,Mismatch,OK
AKS5,ASU,Active,38.36503,-98.78823,"1315 Lincoln St and 3520 Lakin Ave, Great Bend, KS",KS,TX,United States,67530,America/Chicago (UTC:-05:00),38.3648148,-98.7870726,Mismatch,OK
AKT1,ASU,Active,40.7568,-79.64065,"167 Northpointe Boulevard, Freeport, PA",PA,NE,United States,16229,America/New_York (UTC:-04:00),40.7568234,-79.6394356,Mismatch,OK
ALB1,Traditional Non-Sort,Active,42.54102,-73.68144,"1835 US Route 9, Schodack, NY",NY,NE,United States,12033,America/New_York (UTC:-04:00),42.5420457,-73.6806253,Mismatch,OK
ALB5,Sort Center,Active,42.54958,-73.68043,"1710 Schodack Valley Rd, Castleton, NY",NY,NE,United States,12033,America/New_York (UTC:-04:00),42.5518741,-73.6790291,Mismatch,OK
AMA1,Traditional Non-Sort,Active,35.23383,-101.74667,"2395 N. Lakeside Drive, Amarillo, TX",TX,TX,United States,79108-7749,America/Chicago (UTC:-05:00),35.2362362,-101.7427355,Mismatch,OK
AMO2,ASU,Active,40.07393,-93.59429,"2006 E 9th St., Trenton, MO",MO,GL,United States,64683,America/Chicago (UTC:-05:00),40.0735782,-93.5944666,Match,OK
ANC1,ASU,Active,34.87887,-76.90557,"218 East Main Street, Havelock, NC",NC,MA,United States,28532,America/New_York (UTC:-04:00),34.8790869,-76.9061173,Match,OK
APC1,Storage and Distribution Centers (SDC),Active,38.41232,-121.95661,"920 Eubanks Drive, Vacaville, CA",CA,SW,United States,95688,America/Los_Angeles (UTC:-07:00),38.4153195,-121.9546624,Mismatch,OK
ATL2,AR Sortable,Active,33.81169,-84.11484,"2255 West Park Place Boulevard, Stone Mountain, GA",GA,MS,United States,30087,America/New_York (UTC:-04:00),33.8123392,-84.1154078,Match,OK
ATL5,RSR,Active,34.04621,-84.60395,"4190 Jiles Road, Kennesaw, GA",GA,MS,United States,30144-1223,America/New_York (UTC:-04:00),34.0470229,-84.6034579,Match,OK
ATL6,Sort Center,Active,33.64334,-84.50021,"4200 North Commerce Drive, East Point, GA",GA,MS,United States,30344,America/New_York (UTC:-04:00),33.6447176,-84.4993505,Mismatch,OK
ATL7,Storage and Distribution Centers (SDC),Active,33.56392,-84.54236,"6855 Shannon Parkway, Union City, GA",GA,MS,United States,30291,America/New_York (UTC:-04:00),33.5664838,-84.5390528,Mismatch,OK
ATN1,ASU,Active,36.48067,-87.88347,"1322 Donelson Parkway, Dover, TN",TN,MS,United States,37058,America/Chicago (UTC:-05:00),36.4803791,-87.8888988,Mismatch,OK
ATN6,ASU,Active,37.24382,-83.17948,"1441 East Main Street, Hazard, KY",KY,MW,United States,41701,America/New_York (UTC:-04:00),37.2441413,-83.1789114,Match,OK
ATX2,ASU,Active,26.354,-98.77195,"5332 E US Highway 83, Rio Grande City, TX",TX,TX,United States,78582,America/Chicago (UTC:-05:00),26.3543961,-98.7732406,Mismatch,OK
AUN2,Returns,Active,47.21865,-122.33011,"7449 45TH ST CT E, FIFE, WA",WA,NW,United States,98424,America/Los_Angeles (UTC:-07:00),47.2172659,-122.3302634,Mismatch,OK
AUS2,AR Sortable,Active,30.43248,-97.59834,"2000 East Pecan St, Pflugerville, TX",TX,TX,United States,78660,America/Chicago (UTC:-05:00),30.4313331,-97.599195,Mismatch,OK
AUS3,AR Sortable,Active,31.49581,-97.17107,"2000 Exchange Parkway, Waco, TX",TX,TX,United States,76712,America/Chicago (UTC:-05:00),31.4953948,-97.171055,Match,OK
AUS5,Sort Center,Active,30.02521,-97.85707,"2575 Kyle Crossing, Kyle, TX",TX,TX,United States,78640,America/Chicago (UTC:-05:00),30.0250092,-97.8562905,Match,OK
AUS9,SPP,Idle,30.67753,-97.65731,"SEC I-35 & TX State Hwy 130, Georgetown, TX",TX,TX,United States,18202,America/Chicago (UTC:-05:00),46.8165412,-92.0549955,Mismatch,OK
AVP1,IXD,Active,40.92235,-76.04884,"550 Oak Ridge Road, Hazleton, PA",PA,NE,United States,18424,America/New_York (UTC:-04:00),40.9233912,-76.0469353,Mismatch,OK
AVP3,AMXL,Active,41.2781,-75.49863,"298 First Avenue, Gouldsboro, PA",PA,NE,United States,18640,America/New_York (UTC:-04:00),41.278102,-75.4961509,Mismatch,OK
AVP8,Storage and Distribution Centers (SDC),Active,41.31307,-75.77245,"250 Enterprise Way, Pittston, PA",PA,NE,United States,18434,America/New_York (UTC:-04:00),41.3142402,-75.7708134,Mismatch,OK
AVP9,AMXL,Active,41.45664,-75.54606,"45 Valley View Circle, Jessup, PA",PA,NE,United States,53821,America/New_York (UTC:-04:00),41.4543031,-75.5466302,Mismatch,OK
AWI5,ASU,Active,43.02215,-91.12005,"37735 US-18, Prairie du Chien, WI",WI,GL,United States,85338,America/Chicago (UTC:-05:00),43.0222748,-91.1207461,Match,OK
AZA2,Command Center,Active,33.45358,-112.35734,"555 North Litchfield Road, Goodyear, AZ",AZ,SW,United States,85043,America/Phoenix (UTC:-07:00),33.4537947,-112.3568238,Match,OK
AZA4,AMXL,Active,33.41704,-112.18434,"3333 South 59th Avenue, Phoenix, AZ",AZ,SW,United States,85043,America/Phoenix (UTC:-07:00),33.4168348,-112.1843803,Match,OK
AZA5,Sort Center,Active,33.45343,-112.18876,"6000 West Van Buren Street, Phoenix, AZ",AZ,SW,United States,85340,America/Phoenix (UTC:-07:00),33.4538889,-112.1870005,Mismatch,OK
AZA9,Sort Center,Active,33.52813,-112.4072,"6395 North Sarival Avenue, Glendale, AZ",AZ,SW,United States,49417,America/Phoenix (UTC:-07:00),33.5286414,-112.4081225,Match,OK
BA1,Subsidiary,Active,43.04959,-86.19991,"1701 Eaton Drive, Grand Haven, MI",MI,MW,United States,49417,America/Detroit (UTC:-04:00),43.0499341,-86.199415,Match,OK
BA2,Subsidiary,Active,43.04773,-86.19856,"1704 Eaton Drive, Grand Haven, MI",MI,MW,United States,6095,America/Detroit (UTC:-04:00),43.0485476,-86.1981243,Match,OK
BDL2,AR Sortable,Active,41.87221,-72.70702,"200 Old Iron Ore Road, Windsor, CT",CT,NE,United States,6473,America/New_York (UTC:-04:00),41.8803092,-72.7023422,Mismatch,OK
BDL3,AR Sortable,Active,41.41415,-72.84728,"409 Washington Avenue, North Haven, CT",CT,NE,United States,2915,America/New_York (UTC:-04:00),41.4156794,-72.8444211,Mismatch,OK
BDL4,AR Sortable,Active,41.90351,-72.65898,"1215 Kennedy Rd, Windsor, CT",CT,NE,United States,6492,America/New_York (UTC:-04:00),41.9033762,-72.6588198,Match,OK
BDL5,Sort Center,Active,41.49596,-72.76112,"29 Research Parkway, Wallingford, CT",CT,NE,United States,6416,America/New_York (UTC:-04:00),41.4903089,-72.7639037,Mismatch,OK
BDL6,AMXL,Active,41.62938,-72.6845,"120 County Line Drive, Cromwell, CT",CT,NE,United States,6473,America/New_York (UTC:-04:00),41.6294,-72.6852279,Match,OK
BDL7,Make on Demand,Active,41.41415,-72.84728,"409 Washington Avenue, North Haven, CT",CT,NE,United States,80022,America/New_York (UTC:-04:00),41.4156794,-72.8444211,Mismatch,OK
BDU2,Returns,Active,39.84721,-104.78389,"8350 Quintero St, Commerce City, CO",CO,NW,United States,80022,America/Denver (UTC:-06:00),39.8472253,-104.7834864,Match,OK
BDU5,Sort Center,Active,39.84721,-104.78389,"8350 Quintero St, Commerce City, CO",CO,NW,United States,94720,America/Denver (UTC:-06:00),39.8472253,-104.7834864,Match,OK
BEK1,Lockers +,Active,37.86911,-122.25977,"2475 Bancroft Way, Berkeley, CA",CA,SW,United States,98390,America/Los_Angeles (UTC:-07:00),37.8688926,-122.2594404,Match,OK
BFI1,AR Sortable,Active,47.24088,-122.24343,"1800 140th Avenue E, Sumner, WA",WA,NW,United States,98327-9913,America/Los_Angeles (UTC:-07:00),47.2410392,-122.2433915,Match,OK
BFI3,AR Non Sortable,Active,47.11241,-122.63998,"2700-2800 Center Drive, DuPont, WA",WA,NW,United States,98032,America/Los_Angeles (UTC:-07:00),47.1107874,-122.6347494,Mismatch,OK
BFI4,AR Sortable,Active,47.41413,-122.25771,"21005 64th Avenue South, Kent, WA",WA,NW,United States,98032,America/Los_Angeles (UTC:-07:00),47.4152981,-122.2548613,Mismatch,OK
BFI5,Sort Center,Active,47.41757,-122.25972,"20526 59th Place South, Kent, WA",WA,NW,United States,98390,America/Los_Angeles (UTC:-07:00),47.4174678,-122.2598488,Match,OK
BFI7,XLFC,Active,47.24014,-122.23894,"1901 140th Avenue East, Sumner, WA",WA,NW,United States,98198,America/Los_Angeles (UTC:-07:00),47.2408502,-122.237508,Mismatch,OK
BFI8,Sort Center,Active,47.41704,-122.30543,"20529 24th Avenue South, Renton, WA",WA,NW,United States,98327,America/Los_Angeles (UTC:-07:00),47.4187777,-122.3015905,Mismatch,OK
BFI9,HazMat,Active,47.11038,-122.62459,"3230 International Place, DuPont, WA",WA,NW,United States,98108,America/Los_Angeles (UTC:-07:00),47.1101861,-122.624645,Match,OK
BFI99,AMS,Active,47.54309,-122.32912,"6715 E Marginal Way South, Seattle, WA",WA,NW,United States,93308,America/Los_Angeles (UTC:-07:00),47.5418732,-122.327138,Mismatch,OK
BFL1,AR Sortable,Active,35.44677,-119.0511,"1601 Petrol Road, Bakersfield, CA",CA,SW,United States,93263,America/Los_Angeles (UTC:-07:00),35.4474345,-119.0501596,Match,OK
BFL2,Traditional Sortable,Active,35.45877,-119.20021,"4500 Express AVE, Shafter, CA",CA,SW,United States,93313,America/Los_Angeles (UTC:-07:00),35.458853,-119.1997525,Match,OK
BFL3,SPP,Active,38.7946,-106.53484,"2909 Houghton Rd., Bakersfield, CA",CA,SW,United States,35022,America/Denver (UTC:-06:00),35.2374473,-119.0377157,Mismatch,OK
BHM1,AR Sortable,Active,33.37776,-87.00569,"975 Powder Plant Rd, Bessemer, AL",AL,MS,United States,62040,America/Chicago (UTC:-05:00),33.377387,-87.0068013,Mismatch,OK
BJC1,IXD,Active,39.81118,-104.67355,"6300 Powhaton Road, Aurora, CO",CO,NW,United States,63134,America/Denver (UTC:-06:00),39.8121906,-104.6754072,Mismatch,OK
BLV1,IXD,Active,38.7511,-90.0633,"5112 Illinois 111, Granite City, IL",IL,GL,United States,37090,America/Chicago (UTC:-05:00),38.7510974,-90.0632993,Match,OK
BLV2,Returns,Active,38.72506,-90.31996,"8850 Springdale Ave, Berkeley, MO",MO,GL,United States,37127,America/Chicago (UTC:-05:00),38.7252852,-90.3200747,Match,OK
BNA2,Traditional Non-Sort,Active,36.11845,-86.41005,"500 Duke Drive, Lebanon, TN",TN,MS,United States,37217,America/Chicago (UTC:-05:00),36.1202665,-86.4095554,Mismatch,OK
BNA3,Traditional Sortable,Active,35.77765,-86.36367,"2020 Joe B Jackson Parkway, Murfreesboro, TN",TN,MS,United States,37040,America/Chicago (UTC:-05:00),35.7799238,-86.3617181,Mismatch,OK
BNA5,Sort Center,Active,36.13033,-86.6921,"50 Airways Boulevard, Nashville, TN",TN,MS,United States,37122,America/Chicago (UTC:-05:00),36.1313446,-86.6913753,Mismatch,OK
BNA6,IXD,Active,36.60553,-87.25061,"3875 Guthrie Highway, Clarksville, TN",TN,MS,United States,37090,America/Chicago (UTC:-05:00),36.6071923,-87.2520903,Mismatch,OK
BNA7,Sort Center,Active,36.18108,-86.47712,"23 Athlete's Way, Mt. Juliet, TN",TN,MS,United States,83687,America/Chicago (UTC:-05:00),36.1809682,-86.4741158,Mismatch,OK
BNA8,Sort Center,Active,36.03665,-86.39798,"120 Darrell Waltrip Dr, Lebanon, TN",TN,MS,United States,83716,America/Chicago (UTC:-05:00),36.0366892,-86.398964,Match,OK
BOI2,AR Sortable,Active,43.60346,-116.49864,"5295 E. Franklin Road, Nampa, ID",ID,NW,United States,1846,America/Boise (UTC:-06:00),43.6034409,-116.498643,Match,OK
BOI5,Sort Center,Active,43.51512,-116.15601,"2201 East Freight St., Boise, ID",ID,NW,United States,1845,America/Boise (UTC:-06:00),43.5229022,-116.1611241,Mismatch,OK
BOS3,AR Sortable,Active,42.73072,-71.11789,"1450 Osgood St., North Andover, MA",MA,NE,United States,1757,America/New_York (UTC:-04:00),42.7308927,-71.1165229,Mismatch,OK
BOS4,Sort Center,Idle,42.12703,-71.51256,"1 National Street, Milford, MA",MA,NE,United States,2149,America/New_York (UTC:-04:00),42.127882,-71.5145444,Mismatch,OK
BOS5,Sort Center,Active,42.14895,-71.06184,"1000 Technology Drive, Stoughton, MA",MA,NE,United States,2720,America/New_York (UTC:-04:00),42.149962,-71.0604773,Mismatch,OK
BOS7,Traditional Non-Sort,Active,41.76179,-71.09993,"1180 Innovation Way, Fall River, MA",MA,NE,United States,70815,America/New_York (UTC:-04:00),41.7616901,-71.0996593,Match,OK
BOS8,Lockers +,Active,42.35062,-71.11424,"870 Commonwealth Avenue, Brookline, MA",MA,NE,United States,70767,America/New_York (UTC:-04:00),42.3505387,-71.1142472,Match,OK
BTR1,AR Sortable,Active,30.45796,-91.09284,"9001 Cortana Place, Baton Rouge, LA",LA,MS,United States,14204,America/Chicago (UTC:-05:00),30.457673,-91.0927417,Match,OK
BTR9,Sort Center,Active,30.45149,-91.25141,"3191 Webster Lane, Port Allen, LA",LA,MS,United States,14086,America/Chicago (UTC:-05:00),30.4519614,-91.251389,Match,OK
BUF5,Sort Center,Active,42.92133,-78.62465,"4201 Walden Avenue, Lancaster, NY",NY,NE,United States,90024,America/New_York (UTC:-04:00),42.9226267,-78.6242623,Mismatch,OK
BUF9,Returns,Active,42.92133,-78.62465,"4201 Walden Avenue, Lancaster, NY",NY,NE,United States,91311,America/New_York (UTC:-04:00),42.9226267,-78.6242623,Mismatch,OK
BUR2,Lockers +,Active,34.06321,-118.44558,"923-925 Westwood Blvd, Los Angeles, CA",CA,SW,United States,91752,America/Los_Angeles (UTC:-07:00),34.0632157,-118.4456523,Match,OK
BUR7,Returns,Active,34.02127,-117.52883,"11200 Iberia Street, Jurupa Valley, CA",CA,SW,United States,21224-6025,America/Los_Angeles (UTC:-07:00),34.0215641,-117.5288323,Match,OK
BWI1,HazMat,Active,38.98595,-77.43986,"45121 Global Plaza, Sterling, VA",VA,MA,United States,21236,America/New_York (UTC:-04:00),38.9867352,-77.4392995,Match,OK
BWI2,AR Sortable,Active,39.26755,-76.5481,"2010 Broening Highway, Baltimore, MD",MD,NE,United States,22624,America/New_York (UTC:-04:00),39.2684274,-76.5432547,Mismatch,OK
BWI4,Traditional Non-Sort,Active,39.28953,-78.07862,"165 Business Blvd, ClearBrook, VA",VA,MA,United States,22151,America/New_York (UTC:-04:00),39.289811,-78.078025,Match,OK
BWI5,Sort Center,Active,39.27043,-76.54814,"5501 Holabird Avenue, Baltimore City, MD",MD,NE,United States,29172,America/New_York (UTC:-04:00),39.2707432,-76.5482024,Match,OK
BWI6,AFO,Active,38.79862,-77.16955,"5617 Industrial Drive, Springfield, VA",VA,MA,United States,29712,America/New_York (UTC:-04:00),38.798462,-77.169673,Match,OK
CAE1,Traditional Sortable,Active,33.91052,-81.04993,"4400 12th Street Extension, West Columbia, SC",SC,MA,United States,44304,America/New_York (UTC:-04:00),33.913278,-81.0471166,Mismatch,OK
CAE3,Make on Demand,Active,33.89562,-81.04274,"222 Old Wire Road, West Columbia, SC",SC,MA,United States,44125,America/New_York (UTC:-04:00),33.8957913,-81.0423115,Match,OK
CAK1,Lockers +,Active,41.07265,-81.51279,"290 East Exchange Street, Akron, OH",OH,MW,United States,7008,America/New_York (UTC:-04:00),41.0727109,-81.5128913,Match,OK
CAK4,Sort Center,Active,41.41067,-81.62773,"5585 Canal Rd, Village of Valley View, OH",OH,MW,United States,32816,America/New_York (UTC:-04:00),41.4110147,-81.626526,Mismatch,OK
CAZ5,Sort Center,Active,34.43025,-117.40738,"Phelan Rd, Hesperia, CA",CA,SW,United States,37421,America/Los_Angeles (UTC:-07:00),34.4267874,-117.4000182,Mismatch,OK
CDW5,Sort Center,Active,40.56396,-74.22087,"380 Middlesex Avenue, Carteret, NJ",NJ,NE,United States,37310,America/New_York (UTC:-04:00),40.5656592,-74.2181899,Mismatch,OK
CFL1,Lockers +,Active,28.60752,-81.19642,"East Plaza Drive, Orlando, FL",FL,FL,United States,60607,America/New_York (UTC:-04:00),28.6087703,-81.1956519,Mismatch,OK
CHA1,Returns,Active,35.06847,-85.14077,"7200 Discovery Drive, Chattanooga, TN",TN,MS,United States,60601,America/New_York (UTC:-04:00),35.0686302,-85.1411876,Match,OK
CHA2,Traditional Non-Sort,Active,35.28306,-84.81294,"225 Infinity Drive NW, Charleston, TN",TN,MS,United States,60614-1503,America/New_York (UTC:-04:00),35.2850808,-84.8100696,Mismatch,OK
CHI1,Lockers +,Active,41.87196,-87.64759,"750 South Halsted Street, Chicago, IL",IL,GL,United States,22939,America/Chicago (UTC:-05:00),41.8719961,-87.6473218,Match,OK
CHI2,Lockers +,Active,41.88605,-87.63193,"200 N Clark St, Chicago, IL",IL,GL,United States,45219,America/Chicago (UTC:-05:00),41.8860462,-87.6311461,Match,OK
CHI3,Lockers +,Active,41.93195,-87.64495,"2720 North Clark Street, Chicago, IL",IL,GL,United States,44115,America/Chicago (UTC:-05:00),41.931937,-87.6448878,Match,OK
CHO1,Traditional Non-Sort,Active,38.08006,-78.99932,"32 Trader Rd, Fishersville, VA",VA,MA,United States,44128,America/New_York (UTC:-04:00),38.0803479,-78.9980308,Mismatch,OK
CIN1,Lockers +,Active,39.12798,-84.51703,"241 Calhoun Street, Cincinnati, OH",OH,MW,United States,44123,America/New_York (UTC:-04:00),39.1279757,-84.5170462,Match,OK
CLE1,Lockers +,Active,41.50138,-81.67617,"2020 Euclid Avenue, Cleveland, OH",OH,MW,United States,44087,America/New_York (UTC:-04:00),41.5013879,-81.6761594,Match,OK
CLE2,AR Sortable,Active,41.43303,-81.53205,"21500 Emery Road, North Randall, OH",OH,MW,United States,28214,America/New_York (UTC:-04:00),41.4329473,-81.5311037,Match,OK
CLE3,AR Sortable,Active,41.5943,-81.50705,"1155 Babbitt Road, Euclid, OH",OH,MW,United States,28027,America/New_York (UTC:-04:00),41.5979722,-81.5029244,Mismatch,OK
CLE5,Sort Center,Active,41.30527,-81.46583,"Cornerstone Building #2, Twinsburg, OH",OH,MW,United States,28214,America/New_York (UTC:-04:00),41.3108684,-81.4686195,Mismatch,OK
CLT2,IXD,Active,35.24521,-80.99656,"10240 Old Dowd Road, Charlotte, NC",NC,MA,United States,28027,America/New_York (UTC:-04:00),35.2443007,-80.9962046,Match,OK
CLT3,Traditional Non-Sort,Active,35.44038,-80.68604,"6500 Davidson Hwy, Concord, NC",NC,MA,United States,28134,America/New_York (UTC:-04:00),35.4400384,-80.6846711,Mismatch,OK
CLT4,Delivery Station,Idle,35.24317,-80.99294,"3830 Parrot Drive, Charlotte, NC",NC,MA,United States,28214,America/New_York (UTC:-04:00),35.2432071,-80.992781,Match,OK
CLT5,Sort Center,Active,35.38966,-80.71611,"7040 Northwinds Drive NW, Concord, NC",NC,MA,United States,43062,America/New_York (UTC:-04:00),35.3901112,-80.7170414,Match,OK
CLT6,AMXL,Active,35.10263,-80.91434,"12220 Carolina Logistics Dr, Pineville, NC",NC,MA,United States,43207,America/New_York (UTC:-04:00),35.1007795,-80.9156337,Mismatch,OK
CLT9,Sort Center,Active,35.26282,-80.98261,"3620 Reeves Ridge Drive, Charlotte, NC",NC,MA,United States,45050,America/New_York (UTC:-04:00),35.2624798,-80.9831352,Match,OK
CMH1,AR Sortable,Active,39.9535,-82.71202,"11999 National Road SW, Etna, OH",OH,MW,United States,43162,America/New_York (UTC:-04:00),39.9533811,-82.7133478,Mismatch,OK
CMH2,Traditional Non-Sort,Active,39.84622,-82.93099,"6050 Gateway Court, Obetz, OH",OH,MW,United States,43162,America/New_York (UTC:-04:00),39.8456705,-82.9306739,Match,OK
CMH3,Traditional Non-Sort,Active,39.4282,-84.3309,"700 Gateway Blvd, Monroe, OH",OH,MW,United States,43054,America/New_York (UTC:-04:00),39.4292099,-84.3264002,Mismatch,OK
CMH4,AR Sortable,Active,39.94374,-83.31764,"1550 West Main Street, West Jefferson, OH",OH,MW,United States,91710,America/New_York (UTC:-04:00),39.9415579,-83.3223438,Mismatch,OK
CMH5,Sort Center,Active,39.95144,-83.31787,"6400 State Rt. 29, West Jefferson, OH",OH,MW,United States,91321,America/New_York (UTC:-04:00),39.9503485,-83.3207486,Mismatch,OK
CMH7,HazMat,Active,40.06797,-82.7588,"1245 Beech Road SW, New Albany, OH",OH,MW,United States,80916,America/New_York (UTC:-04:00),40.0678966,-82.7571186,Mismatch,OK
CNO5,Sort Center,Active,33.98231,-117.61707,"8601 Merrill Avenue, Chino, CA",CA,SW,United States,32221,America/Los_Angeles (UTC:-07:00),33.9822369,-117.6163095,Match,OK
CNO8,Storage and Distribution Centers (SDC),Active,34.36371,-118.51725,"21590 Needham Ranch Pkwy, Santa Clarita, CA",CA,SW,United States,92093,America/Los_Angeles (UTC:-07:00),34.3636838,-118.5162663,Match,OK
COS5,Sort Center,Active,38.76856,-104.70567,"4333 Integration Loop, Colorado Springs, CO",CO,NW,United States,30259,America/Denver (UTC:-06:00),38.7685919,-104.7097801,Mismatch,OK
CRG1,Returns,Active,30.27027,-81.88963,"13450 Waterworks St, Jacksonville, FL",FL,FL,United States,41018,America/New_York (UTC:-04:00),30.2708616,-81.8875708,Mismatch,OK
CSD1,Lockers +,Active,32.87255,-117.24166,"9165 Scholars Dr S, La Jolla, CA",CA,SW,United States,41048,America/Los_Angeles (UTC:-07:00),32.8728235,-117.2416441,Match,OK
CSG1,Apparel,Active,33.31272,-84.78182,"280 Bridgeport Parkway, Moreland, GA",GA,MS,United States,41048,America/New_York (UTC:-04:00),33.3134035,-84.7836329,Mismatch,OK
CVG2,Returns,Active,39.0872,-84.72582,"1600 Worldwide Blvd, Hebron, KY",KY,MW,United States,41048,America/New_York (UTC:-04:00),39.0890313,-84.7243097,Mismatch,OK
CVG5,Sort Center,Active,39.0746,-84.71831,"2285 Litton Lane, Hebron, KY",KY,MW,United States,32114,America/New_York (UTC:-04:00),39.0756233,-84.7186227,Mismatch,OK
CVG7,Pantry,Active,39.0746,-84.71831,"2285 Litton Lane, Hebron, KY",KY,MW,United States,12010,America/New_York (UTC:-04:00),39.0756233,-84.7186227,Mismatch,OK
CVG9,Sort Center,Active,39.07591,-84.72088,"2305 Litton Lane, Hebron, KY",KY,MW,United States,11231,America/New_York (UTC:-04:00),39.07691,-84.71952,Mismatch,OK
DAB2,AR Sortable,Idle,29.16969,-81.06748,"2519 Bellevue Ave, Daytona Beach, FL",FL,FL,United States,11967,America/New_York (UTC:-04:00),29.170202,-81.064158,Mismatch,OK
DAB4,Delivery Station,Active,42.93327,-74.2377,"1785 State Highway 5S, Amsterdam, NY",NY,NE,United States,18020,America/New_York (UTC:-04:00),42.9333049,-74.2386582,Match,OK
DAB5,Delivery Station,Active,40.67334,-74.0148,"280 Richards Street, Brooklyn, NY",NY,NE,United States,18202,America/New_York (UTC:-04:00),40.6736433,-74.0145802,Match,OK
DAB8,Delivery Station,Active,40.84713,-72.87451,"100 Precision Drive, Shirley, NY",NY,NE,United States,15137,America/New_York (UTC:-04:00),40.8478166,-72.8736968,Match,OK
